nama,id_siswa,kelas,Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (S2),Pendidikan Pancasila (S2),Bahasa Inggris (S2),Bahasa Mandarin (S2),Matematika (Umum) (S2),Biologi (S2),Fisika (S2),Kimia (S2),Geografi (S2),Sejarah (S2),Sosiologi (S2),Ekonomi (S2),"Pendidikan Jasmani, Olahraga, dan Kesehatan (S2)",Informatika (S2),Seni Musik (S2),Bahasa Indonesia (S2),Rata-rata (S2)
Eko Hartono,97056,10B,69.66442555,66.22591411,72.05392096,75.80551703,69.85466031,76.36278893,75.38491279,64.58800716,66.60096256,74.75759891,56.40685027,69.22263463,62.81575708,67.58714409,68.47581265,68.1786912,68.99909989,73,68,77,80,72,78,84,71,75,79,57,72,72,66,79,69,73.25
Hana Fauzi,76836,10B,66.16775068,63.44333869,80.38861327,78.26636696,63.11872783,76.83964069,66.93172948,69.5749943,68.61268714,65.63031373,73.84831865,69.55848959,66.54629982,62.40610972,64.46108187,60.72215636,68.53228867,63,71,83,84,69,77,74,71,68,64,79,81,72,75,75,68,73.38
Adi Yuliana,17317,10B,80.85167211,74.80722641,79.4627518,87.64106364,86.78705223,80.6291699,80.35513074,90.18992711,83.39433497,79.15152207,73.66046378,82.75992046,84.93717323,77.63229674,82.24656814,78.97268789,81.46743508,90,64,73,87,82,73,69,90,82,79,73,69,76,72,70,69,76.12
Kiki Wibisono,91156,10B,78.03815147,66.51920318,77.84940645,83.80515998,75.80130069,79.22094531,75.17855994,80.76052185,77.87569748,74.26210577,85.62107081,83.60297354,75.93377965,81.44725502,81.64537348,82.16981964,78.73320777,83,67,79,95,80,79,80,86,82,77,85,87,78,86,88,94,82.88
Vito Wibisono,23238,10B,69.64931961,83.15363179,75.27210427,76.33145942,91.31000785,79.62996599,76.18898671,67.09412722,85.06941975,71.39455073,73.10340457,76.46383759,85.20265804,81.98679902,77.33141154,79.6620594,78.05273397,73,72,70,81,90,67,68,61,84,58,70,73,77,86,66,74,73.12
Zulfa Kusnandar,29702,10B,75.13979908,78.83999599,78.50841127,82.98557702,82.97761816,80.61161446,76.32998976,81.85083902,77.68188522,72.7321557,76.12528859,78.56436247,82.69280646,77.22408669,72.09573399,78.42543596,78.29909999,77,79,83,80,82,84,79,83,76,75,73,82,87,75,80,75,79.38
Ulil Indahsari,81609,10B,75.50604634,75.86795428,79.53812372,80.03338234,71.96771177,71.85804885,69.73777258,78.43284449,82.18286668,73.3633565,73.73161331,82.27267892,77.4665554,77.11994466,68.98418361,78.33240648,76.02471812,77,85,91,86,70,69,75,81,83,78,77,87,79,90,70,82,80
Danang Sugiarto,33507,10B,65.86804644,64.84362721,68.77987026,67.58476453,69.40572967,63.30881997,75.30780967,76.15215962,60.77701577,75.40601717,66.46108499,74.79860583,70.17149568,70.65760596,69.5882399,76.57437416,69.73032918,70,73,71,71,81,65,81,78,63,78,77,82,79,68,75,80,74.5
Danang Nurhadi,60052,10B,69.18108273,78.41822448,80.88567362,78.96072319,87.00251736,72.73428898,80.1655469,74.84856961,81.54605317,75.34057781,73.43964388,81.90938381,72.9212131,68.315394,72.79478838,78.47418752,76.68361678,74,81,82,81,90,74,82,73,79,74,72,81,76,60,72,81,77
Hesti Prasetyo,69094,10B,78.5743852,72.16983832,78.20517678,64.82331684,69.39787412,70.17131586,71.04139431,72.03466338,75.06874623,69.39015725,72.30933488,71.38857699,66.98474192,71.045858,70.89589379,70.78878862,71.5181289,78,76,77,70,72,66,74,66,74,72,67,77,70,68,75,65,71.69
Oky Wibowo,68160,11A,80.03439595,80.25396637,77.71412277,86.23917234,74.02819552,76.27074812,93.77541679,74.68564189,73.10682529,83.54798239,69.4899994,78.69922912,90.60472329,72.15091906,69.96577624,72.37969266,78.30917545,78,77,73,85,73,76,95,73,78,80,72,75,88,73,73,72,77.56
Eko Pratama,17451,11A,78.75651093,79.88859669,71.70176911,77.68077511,81.21598973,83.20144516,73.03303669,62.7573545,70.16031848,72.13069212,72.97001911,73.32541609,79.85918608,80.63685523,73.40634482,79.75713747,75.65509046,77,82,71,78,84,80,71,62,76,68,73,71,87,81,71,75,75.44
Yanti Yudhoyono,91786,11A,72.66082085,71.19504388,75.4052348,71.23377426,81.1615699,63.68045818,68.29665952,70.23991953,73.06977747,77.21231645,70.75052118,63.76136577,75.0850835,74.64730785,61.16322072,70.85349335,71.27603545,66,75,73,76,82,67,68,70,70,77,68,64,76,74,65,72,71.44
Danang Fauzi,89125,11A,65.44236164,70.0698153,68.87902616,77.43939428,73.97722166,66.96511579,77.79340061,66.22404167,75.04363974,69.32301745,71.56468538,75.91442453,76.00031779,80.07791616,72.98180229,74.92532511,72.6638441,67,70,67,77,76,70,72,67,75,65,74,81,80,73,74,73,72.56
Prasasti Suryani,25803,11A,74.87597066,77.97460668,79.26208751,76.57310803,68.04590485,78.72201175,78.88746466,73.66378989,70.64272209,84.44405302,79.52188483,75.91925212,71.37949286,72.95558313,83.57760926,77.75296698,76.51240677,75,78,87,87,79,77,77,78,78,88,80,76,81,82,91,83,81.06
Cakra Putranto,46441,11A,69.4284419,74.72982339,68.1093863,79.68559239,78.94537991,69.84850688,69.038026,59.09071124,64.77347338,65.48402836,72.85732894,70.55020871,65.4546998,70.77555702,74.70806297,74.82057399,70.51873757,66,81,77,93,80,71,62,58,66,67,76,78,73,74,80,74,73.5
Yogi Paramita,67763,11A,61.39054662,70.24758062,63.97219414,75.39754151,74.8096301,66.39876189,67.05867201,68.58256277,59.62493105,72.56873889,69.52467529,75.73977344,65.39685193,67.79328328,63.35627173,65.8674452,67.98309128,71,76,69,83,80,73,73,73,61,85,71,87,72,70,71,74,74.31
Luna Budiman,71514,11A,70.30852608,81.19830445,72.72712681,76.83931448,74.31461904,69.87110973,75.37693394,79.21395272,70.17963909,80.26400001,71.96983145,73.80351643,78.87185167,72.90125527,76.40631035,74.64498191,74.93070459,69,73,76,77,75,72,77,81,73,83,63,75,80,72,78,75,74.94
Yanti Putra,41103,11A,76.87167289,64.32113733,67.07642378,79.30466789,81.41073988,71.67239934,75.00469109,77.69842912,79.69092086,66.0864465,71.79463162,74.56193596,79.74053384,88.71698527,75.08480422,69.18994555,74.88914782,87,66,71,83,88,86,79,77,85,67,78,77,85,89,79,70,79.19
Zulfa Setiawan,88896,11A,74.47662451,79.07026307,73.00535473,67.9320414,77.25525383,75.78301222,67.3348799,74.37241221,77.45161196,78.37473434,72.13303925,70.67488689,78.60165323,66.41448161,74.65818058,65.61515099,73.32209879,70,76,71,67,79,79,73,76,73,76,71,74,80,64,71,64,72.75
Eko Gunawan,93852,11A,77.97168983,71.35458089,78.98772465,75.10187225,66.52870732,79.76794713,80.4010348,77.05624093,68.83686915,71.1147387,73.37194456,69.12625648,81.10654133,73.36644083,59.12806824,74.34158754,73.59764029,79,78,81,79,64,89,84,83,71,74,75,75,88,74,65,78,77.31
Dewi Priambodo,73107,11A,74.4194627,75.78561691,74.31715286,80.19548177,81.75868858,77.5755155,74.46369375,75.95356366,76.25824777,72.14809949,79.05489293,78.46046131,83.86245589,82.43699859,72.7318751,80.26174156,77.48024677,72,76,79,72,81,72,74,78,75,75,83,80,82,84,78,76,77.31
Cinta Haryanto,84991,11A,63.00481138,71.2392388,65.1765073,62.64331218,69.15980501,54.38674265,59.00470042,66.87211887,68.17178713,65.91298444,59.8623968,63.67011908,69.71562493,70.66848715,67.6784627,73.5437472,65.66942788,78,84,78,74,79,72,80,77,80,82,69,80,83,77,85,86,79
Mega Surya,70408,11A,69.94966625,64.22540286,66.56017086,60.94835034,67.42198618,73.52318422,71.38913155,74.97272776,66.44825491,74.6931801,66.99616,75.32060654,67.85339739,71.498838,75.33824295,66.99554299,69.63342768,77,67,76,72,65,73,81,83,73,80,72,82,74,82,78,72,75.44
Vanya Hermawan,58559,11A,72.49972383,77.85209602,70.74276307,64.80331748,82.12281417,69.05895657,72.20155915,77.18781224,68.36530938,66.36843933,72.67646538,62.4423969,69.96824851,72.63297222,70.05801941,63.69052418,70.79196361,71,82,72,65,76,75,67,79,71,71,70,60,72,75,75,67,71.75
Tegar Irawan,41772,11A,81.90365402,74.45045501,81.08852483,72.63258299,69.53270433,75.27866884,72.85382861,68.04395695,81.28168554,70.82141313,64.73143232,80.57359451,71.41127416,70.89364478,65.10582631,82.63747167,73.95254488,84,75,84,69,70,71,71,69,80,76,64,83,71,71,64,83,74.06
Vero Novita,30971,11A,70.10713489,76.84678523,81.11763944,78.66312249,76.25626627,68.04620854,72.50591365,77.49353952,72.61866748,77.57133513,79.96325487,81.36705226,70.42364104,87.5377681,80.39193455,76.54596706,76.71601441,72,76,79,71,72,63,70,77,72,75,80,77,72,90,82,80,75.5
Dodi Budiman,71656,11A,87.824464,94.20381994,75.18318058,81.25046787,70.48462279,83.34003875,84.20375229,82.18097051,79.10411323,72.1292085,84.2444495,89.6539535,79.42168881,84.57708073,74.53605952,84.6628464,81.68754481,90,98,74,83,72,81,82,84,79,70,82,86,78,81,75,92,81.69
Xandra Firdaus,53511,11A,77.32138663,75.47620836,75.48647991,77.32024021,81.20046469,72.72748211,77.30272146,79.08093923,73.79310199,88.27162412,75.02082072,75.94111355,74.39675837,88.28069855,82.05282426,74.60533808,78.01738764,73,76,77,74,84,69,76,82,70,91,78,79,76,86,79,73,77.69
Lela Wulandari,94795,11A,79.73146514,75.20380082,75.48657446,72.47792131,70.45322742,75.88913785,71.4748712,83.2840855,67.85385182,81.88109121,73.64371311,75.69573602,78.36609618,71.04906088,78.52154927,60.66258807,74.47967314,82,80,79,80,72,79,77,80,72,84,81,82,88,68,81,66,78.19
Naufal Indrawati,27029,11A,71.30497129,70.28460492,68.6373889,73.83014477,76.8336688,78.41821895,76.10930275,71.57645164,76.75000115,75.52634743,79.5851998,78.78960248,75.05730103,70.41865393,71.64016818,72.15597216,74.18237489,69,65,69,71,74,78,77,71,75,75,79,79,70,73,67,70,72.62
Endang Rachman,68148,11A,68.41102151,71.32760531,73.56322513,69.73175971,70.06797712,70.7038847,67.40782661,65.36039189,61.21016369,66.51160639,72.35308044,66.47279599,68.79831799,72.31950961,72.59080066,64.58968892,68.83872848,73,79,79,63,71,81,74,59,60,74,75,61,78,80,74,75,72.25
Dewi Pradana,75227,11A,79.8927311,80.54418477,69.25818503,70.78824997,80.86288774,74.17316671,63.80854458,67.9090268,73.66058619,69.09222107,72.84031547,75.06941539,82.21870734,73.45516474,80.27014332,82.05123513,74.74342283,88,89,79,78,89,75,69,70,83,69,69,74,86,70,78,90,78.5
Prasasti Paramita,84693,11A,80.72825515,74.98047977,63.74026107,75.86083113,78.79870624,73.15137128,82.27962616,77.85587461,76.39807369,78.98861036,75.22355606,61.09265431,71.06101205,79.54254694,69.5187501,72.43934428,74.47874708,87,78,77,78,79,78,88,86,71,90,75,70,84,88,70,77,79.75
Putra Handayani,88149,11A,71.38941123,85.53320578,85.02105509,72.19424833,77.3500828,73.21112256,79.688316,79.16200819,80.67212066,78.27318504,91.29062383,71.47397398,68.06057603,74.6481418,68.77365147,69.15128145,76.61831276,73,86,83,76,74,75,81,82,84,78,91,71,73,77,72,68,77.75
Jaya Gunardi,55791,11A,65.85727201,66.25290076,66.09075477,73.45494003,68.33289998,69.96627241,75.33500915,67.03223266,69.54111579,72.69264521,61.15600628,58.93931774,72.59443193,73.32391669,81.18494596,71.65431966,69.58806131,77,88,72,91,89,77,99,82,91,89,74,59,82,92,100,80,83.88
Hesti Pradana,11853,11A,81.69543116,76.61936935,79.08286868,85.93301678,66.97676848,79.66481386,88.27466622,79.00690367,85.84959739,74.45067182,77.4364951,77.76435608,66.50877717,71.75584343,72.11235717,81.70706296,77.80243746,82,76,79,83,70,83,85,76,82,74,77,78,63,70,70,84,77
Malik Anggraini,31082,11A,87.02446009,84.28387678,86.78420905,81.8429475,88.67335291,82.70763678,82.9530148,81.3357314,86.08594695,80.55770048,87.54585145,77.00294886,77.16911329,86.10082834,82.22097349,80.39423748,83.29267685,73,80,74,76,84,71,77,77,77,76,87,74,69,86,79,73,77.06
Xandra Sukmana,68948,11A,78.90648792,71.41989219,73.45519299,81.45233901,82.15191099,82.31819031,73.04557037,80.60971378,69.71143512,69.92168488,62.70391999,82.82054027,70.13630001,73.82353636,69.90457755,77.9320255,75.01958233,76,67,71,84,84,82,74,79,68,71,65,88,67,70,68,80,74.62
Adi Haryanto,84982,11A,75.13039031,70.48447416,79.21687143,69.83990849,72.82152998,66.47411304,69.88876805,77.90120446,67.18587842,69.60282999,76.99671403,74.29052413,86.96874179,86.17804134,72.6689463,79.7942467,74.71519891,85,78,86,68,86,78,72,89,76,77,83,79,99,92,80,91,82.44
Olivia Setyawan,92425,11A,82.19713274,75.46332567,70.97301228,78.38922771,77.58649158,76.27189747,80.6623043,74.69707192,72.69073222,78.99613481,80.38057042,72.56749524,83.09117301,69.59831427,75.56015266,77.16067728,76.6428571,80,75,68,74,76,83,85,77,71,78,86,73,85,68,75,80,77.12
Juwita Lestari,13012,11A,69.81277908,70.16859527,82.34927005,68.7394772,85.20000625,75.17953154,73.45417333,75.37509941,85.64353639,68.02593262,67.39180805,69.21956666,73.15461338,64.36504202,73.10559384,81.46163331,73.91541615,69,79,82,65,86,75,73,80,91,79,71,75,73,66,83,92,77.44
Dina Hartanto,62309,11A,76.87749936,74.65703511,73.02966017,80.61302093,71.99129854,85.35244201,85.78726115,77.4042164,76.06288697,81.27376145,81.59445492,72.09050375,73.48768674,69.50872524,78.1657871,79.45360183,77.3343651,80,79,77,83,72,82,79,78,78,73,78,69,73,70,81,76,76.75
Dewi Susanto,69901,11A,68.31333381,72.78696748,68.32669242,70.56896295,77.81804731,71.39555167,73.55883222,66.92640336,75.99791305,74.8415954,71.41816575,74.11789052,75.96443641,70.98862126,67.68164928,84.09083417,72.79974357,59,66,58,61,63,68,63,68,69,63,53,61,69,52,57,74,62.75
Erlangga Saraswati,52173,11A,72.32201697,75.00457998,80.54257917,93.13365643,69.26594824,77.73751656,71.95061907,72.79442897,71.88732039,69.86010565,75.28192368,68.11586706,80.22241833,75.76339517,77.60055536,73.15743743,75.29002303,76,81,88,91,79,92,82,63,78,67,85,78,87,70,83,74,79.62
Eko Gunawan,78936,11A,69.29893141,72.57277061,65.31469792,69.34499891,66.83688351,66.68210703,60.58575988,77.83158403,67.70225731,76.95183136,76.47891269,64.70495255,65.6928949,83.93746588,79.88958079,70.97735851,70.92518671,67,76,70,66,65,66,62,77,68,77,83,66,65,83,81,68,71.25
Tegar Sari,40609,11A,76.4094164,71.96831886,77.28431444,71.53664137,64.96078205,68.51477194,75.22801461,69.46721469,74.78616355,69.74924567,71.21078126,79.3883774,76.35995361,75.07422876,79.51737074,77.52559384,73.68632432,73,72,75,71,68,65,67,65,76,66,69,81,79,78,81,74,72.5
Zaenal Purwanti,13571,11A,84.72280791,75.19069514,75.34181656,70.98444512,75.34508787,82.31384093,83.98992832,82.2915173,68.51903212,82.90571752,68.29739834,81.98057808,75.65106882,81.00265803,70.82774972,83.34582962,77.66938571,89,71,75,70,73,84,82,83,66,84,75,82,76,77,73,83,77.69
Eko Priambodo,98627,11A,74.93084431,78.91344348,77.2652449,73.48429377,82.72835588,91.28616363,95.59024415,82.74149697,87.83912441,83.41619123,84.75013401,80.54497478,83.23110267,84.94311156,79.36341939,81.86824654,82.68102448,80,87,86,92,82,100,98,85,93,89,95,80,76,98,79,91,88.19
Koko Calvin,97569,11A,79.50420354,83.92837072,74.46619327,79.53864309,89.35638148,85.61665489,86.54224937,79.91851333,81.40134195,84.80753496,87.59763178,70.03833957,73.2191476,86.34357464,78.41190735,76.43775018,81.07052736,80,96,77,81,92,89,100,74,94,93,93,73,78,95,87,78,86.25
Jasmine Agustina,98643,11A,79.49510735,82.99082878,78.75406587,96.22138365,85.65373203,85.47615958,88.70629566,90.57763813,90.49535307,91.13402201,82.61168453,84.27657826,89.61107056,83.12896698,85.74037913,87.75973111,86.41456229,75,79,74,93,85,82,84,89,88,86,80,79,84,83,84,87,83.25
Nanda Rachman,90138,11A,75.0891876,62.27485737,74.73699044,69.9946419,74.70055074,75.04792065,79.20283749,77.93053042,77.8961205,78.38161378,72.62015711,71.32418762,75.5273476,74.82366694,69.617931,73.18737923,73.89724502,75,63,72,69,75,76,81,75,77,78,78,72,78,78,72,67,74.12
Prasasti Prasetyo,83066,11A,79.18612085,75.09193864,85.81390689,79.6375994,89.60514447,71.23414183,76.57770932,79.52479737,85.04850867,81.35895005,80.91396695,73.72528422,73.5768962,80.97412649,72.54107321,76.70221443,78.84452369,83,78,89,80,88,64,81,72,90,84,87,75,75,80,73,75,79.62
Dewi Yudhoyono,66159,11A,78.42129667,71.00508867,83.94348984,82.03639175,68.05961004,71.25485381,64.48782381,72.00375322,79.74865241,73.84723532,78.22069625,68.30503844,79.9065863,73.14116389,75.97755844,75.45233752,74.73822352,84,72,91,86,73,86,62,79,86,81,86,74,87,89,80,80,81
Nadia Pratama,98583,11A,79.59127206,80.18359301,90.78798701,87.94397545,91.19925987,87.57230584,86.66396784,77.31896157,84.59718118,85.81209306,95.71455066,89.38379783,93.62932057,88.9367032,82.39249853,86.53463575,86.76638147,75,76,88,88,88,87,85,72,79,81,89,85,95,86,77,89,83.75
Bambang Wibisono,68486,11A,72.1396268,66.26273072,69.03657169,69.9296736,78.98660774,60.55480595,76.98760068,66.2745324,64.09811264,76.85821922,74.61799892,77.23110209,74.96201831,81.25773358,73.75212776,70.17612169,72.07034899,66,59,53,68,63,54,66,60,56,72,70,75,72,74,71,61,65
Bella Rahayu,68216,11A,72.51602268,77.01873643,66.90451416,67.54194788,69.25659072,60.2784768,71.49178283,61.37074727,71.06668735,75.12783957,68.41700849,79.18697014,63.49888629,76.7576942,74.17707607,62.22122455,69.80201284,79,79,70,82,78,64,74,61,81,77,78,87,74,85,78,67,75.88
Indah Permata,43414,11A,85.55700827,71.68431035,67.61561666,64.9676008,70.90294663,71.36600241,72.51626442,70.51405599,75.16916332,70.06488761,62.32821619,71.25622929,60.16564851,73.77188993,67.10653562,72.81983855,70.48788841,85,75,66,67,70,71,76,70,77,69,64,70,61,75,69,74,71.19
Vito Prasetya,11615,11A,70.95089629,59.6367779,69.68680267,62.21357355,73.14649539,62.55475831,60.17805645,67.81671363,62.20157273,60.17327381,61.99132212,64.15748872,71.09142203,54.71008265,64.49592467,67.50503935,64.53188752,85,68,68,70,84,59,69,72,72,65,68,71,79,61,66,71,70.5
Cinta Yudhoyono,31034,11A,73.33846777,78.92055074,71.99949824,71.44846768,75.33287263,72.86779397,70.4191812,74.95194509,69.10858343,69.31533913,69.73125478,79.13657069,56.26614311,74.34921907,72.54258396,63.9668726,71.480959,69,80,76,73,77,70,71,78,70,70,72,80,60,75,72,61,72.12
Firman Priambodo,53513,11A,72.75297059,73.58309665,74.15253285,57.94519638,78.03628375,67.51565317,74.63717543,74.9097056,66.82085126,74.50663645,69.27687049,60.8474508,77.04304632,67.32911188,66.93186938,69.18900735,70.34234115,70,72,75,56,82,75,75,76,65,76,66,58,72,70,71,72,70.69
Kiki Putranto,47218,11A,77.11315256,75.46561688,78.49230356,69.0545221,72.04003708,75.17198357,85.2414054,75.18290624,81.17808025,75.94474478,73.33367575,74.51834681,74.90987037,78.77019763,82.62502527,77.55037317,76.66201509,78,77,90,74,79,80,87,77,90,82,83,84,82,88,90,84,82.81
Putri Sugiarto,38846,11A,82.64416827,71.88483119,74.63562733,73.08726721,78.28100283,74.91398795,80.35764456,72.05377132,76.92393475,80.14306943,66.382266,87.31693642,75.29302045,66.58358031,77.49924937,76.87599722,75.92977216,88,67,70,67,75,72,79,68,79,80,68,90,76,66,75,80,75
Endang Kusnandar,68871,11A,83.9713823,89.33680976,88.11807905,85.87023515,86.63163237,83.85906195,93.25830844,76.9848741,85.07911257,84.70597735,88.44725623,80.16158481,75.66249118,85.16496928,85.78700666,91.82885124,85.30422703,83,90,89,87,89,85,96,77,88,87,90,82,80,87,84,92,86.62
Wawan Megawati,92024,11A,73.40030896,85.52558802,91.58919101,77.86329475,73.29740809,77.71724736,79.82214403,82.57105857,76.79514554,87.52811186,74.17945762,71.05609343,85.28567131,68.37901403,78.73147035,95.34052484,79.94260811,83,97,99,87,80,87,83,84,79,91,82,83,88,83,83,100,86.81
Yuni Kusnandar,66689,11A,72.05526396,66.51164347,71.8284944,71.86147778,72.91873142,75.42679663,66.91992588,80.553222,73.34105314,75.74945195,68.97473472,78.54739241,70.83021968,73.50324429,67.44995134,67.13082359,72.10015167,77,71,79,78,76,81,72,75,78,84,72,81,73,80,69,73,76.19
Endang Widodo,77629,11A,73.94895318,68.28989249,66.23881121,67.29200993,74.002692,67.36273734,69.91965199,70.58306539,60.92118221,63.15229462,72.18931609,66.82277984,75.7915512,75.34196216,74.10376998,79.60678558,70.34796595,71,67,67,68,76,69,74,71,65,62,75,70,79,71,65,81,70.69
Faisal Ratnasari,43699,11A,77.04414922,80.70400549,74.53759097,89.72144542,87.37776412,77.51899803,79.39252701,84.25608385,76.72389833,74.1764755,81.82954461,77.85179209,78.37456811,73.28823914,68.87123512,78.64030791,78.76928906,82,84,76,88,86,80,81,88,72,76,84,77,86,71,69,81,80.06
Agus Indahsari,84463,11A,72.92364417,67.26980022,75.58098156,64.87925234,63.12531169,68.06268243,67.98587109,72.24867762,64.52401984,75.23930515,78.23341878,68.20311383,74.64738607,63.11634861,73.77494167,73.63521601,70.21562319,72,68,77,61,68,70,68,75,65,72,76,62,75,65,73,70,69.81
Putra Darmawan,58683,11A,88.47448023,84.07947838,69.38604912,80.94865811,81.02771374,79.26601914,84.76850885,82.0624766,80.03423378,78.86329309,80.5797289,89.76478989,80.85216856,81.5826003,81.87380575,85.8522614,81.83851662,86,81,68,82,83,79,86,85,79,82,78,92,81,82,81,90,82.19
Putra Nugroho,83505,11A,83.17844805,65.67391791,86.00537667,88.07904077,75.64626792,76.03570938,78.64593366,77.11718051,82.01683497,71.16457417,75.30756256,88.5931866,76.25610077,87.11434199,82.67389158,71.85086203,79.08495185,77,63,77,87,74,73,80,76,81,75,74,90,73,88,82,72,77.62
Kresna Irawan,54626,11A,75.83076772,72.06578523,70.37678646,73.87890721,75.02728917,76.19208085,78.54538598,74.6948013,65.7759513,70.28589445,87.36936342,76.27657704,84.50055824,79.63129215,73.8631321,74.16115709,75.52973311,73,71,76,74,73,75,77,77,72,71,91,72,92,76,77,75,76.38
